id,source_file,question,type,answer,raw,option_A,option_B
182,7-判断1（国防法规、三大条令）.docx,182.国防法规是一个国家统治阶级的意志在国防建设领域中的法律体现。 正确答案：正确,判断,对,"182.国防法规是一个国家统治阶级的意志在国防建设领域中的法律体现。
正确答案：正确",对,错
183,7-判断1（国防法规、三大条令）.docx,183.国防法规与国家宪法和其他法律一样，都具有鲜明的阶级性。 正确答案：正确,判断,对,"183.国防法规与国家宪法和其他法律一样，都具有鲜明的阶级性。
正确答案：正确",对,错
184,7-判断1（国防法规、三大条令）.docx,184.国防法规的实施是指国防法律规范在社会生活中的贯彻和实现。 正确答案：正确,判断,对,"184.国防法规的实施是指国防法律规范在社会生活中的贯彻和实现。
正确答案：正确",对,错
185,7-判断1（国防法规、三大条令）.docx,185.国防是国家生存与发展的安全保障。 正确答案：正确,判断,对,"185.国防是国家生存与发展的安全保障。
正确答案：正确",对,错
186,7-判断1（国防法规、三大条令）.docx,186.国家对国防活动实行绝对的领导。 正确答案：错误 答案解析：《中华人民共和国国防法》第一章第五条：国家对国防活动实行统一的领导。,判断,错,"186.国家对国防活动实行绝对的领导。
正确答案：错误
答案解析：《中华人民共和国国防法》第一章第五条：国家对国防活动实行统一的领导。",对,错
187,7-判断1（国防法规、三大条令）.docx,187.我国奉行防御性国防政策，实行积极防御，坚持全民国防。 正确答案：正确,判断,对,"187.我国奉行防御性国防政策，实行积极防御，坚持全民国防。
正确答案：正确",对,错
188,7-判断1（国防法规、三大条令）.docx,188.保卫祖国、抵抗侵略是我国每位公民的神圣职责，我们应当依法履行国防义务。 正确答案：正确,判断,对,"188.保卫祖国、抵抗侵略是我国每位公民的神圣职责，我们应当依法履行国防义务。
正确答案：正确",对,错
189,7-判断1（国防法规、三大条令）.docx,189.我国积极推进国际军事交流与合作，维护世界和平，反对侵略扩张行为。 正确答案：正确,判断,对,"189.我国积极推进国际军事交流与合作，维护世界和平，反对侵略扩张行为。
正确答案：正确",对,错
190,7-判断1（国防法规、三大条令）.docx,190.国务院依照宪法规定，决定战争和和平的问题。 正确答案：错误 答案解析：《中华人民共和国国防法》第二章第十二条：全国人民代表大会依照宪法规定，决定战争和和平的问题，并行使宪法规定的国防方面的其他职权。,判断,错,"190.国务院依照宪法规定，决定战争和和平的问题。
正确答案：错误
答案解析：《中华人民共和国国防法》第二章第十二条：全国人民代表大会依照宪法规定，决定战争和和平的问题，并行使宪法规定的国防方面的其他职权。",对,错
191,7-判断1（国防法规、三大条令）.docx,191.国务院领导和管理国防建设事业。 正确答案：正确,判断,对,"191.国务院领导和管理国防建设事业。
正确答案：正确",对,错
192,7-判断1（国防法规、三大条令）.docx,192.国防部领导全国武装力量。 正确答案：错误 答案解析：《中华人民共和国国防法》第二章第十五条：中央军事委员会领导全国武装力量。,判断,错,"192.国防部领导全国武装力量。
正确答案：错误
答案解析：《中华人民共和国国防法》第二章第十五条：中央军事委员会领导全国武装力量。",对,错
193,7-判断1（国防法规、三大条令）.docx,193.中央军事委员会实行主席负责制。 正确答案：正确,判断,对,"193.中央军事委员会实行主席负责制。
正确答案：正确",对,错
194,7-判断1（国防法规、三大条令）.docx,194.国务院和中央军事委员会建立协调机制，解决国防事务的重大问题。 正确答案：正确,判断,对,"194.国务院和中央军事委员会建立协调机制，解决国防事务的重大问题。
正确答案：正确",对,错
195,7-判断1（国防法规、三大条令）.docx,195.我国的武装力量属于人民。 正确答案：正确,判断,对,"195.我国的武装力量属于人民。
正确答案：正确",对,错
196,7-判断1（国防法规、三大条令）.docx,196.我国的武装力量受中国共产党领导。 正确答案：正确,判断,对,"196.我国的武装力量受中国共产党领导。
正确答案：正确",对,错
197,7-判断1（国防法规、三大条令）.docx,197.我国武装力量的规模应当与保卫国家主权、安全、发展利益的需要相适应。 正确答案：正确,判断,对,"197.我国武装力量的规模应当与保卫国家主权、安全、发展利益的需要相适应。
正确答案：正确",对,错
198,7-判断1（国防法规、三大条令）.docx,198.中国人民解放军、中国人民武装警察部队依照法律规定实行衔级制度。 正确答案：正确,判断,对,"198.中国人民解放军、中国人民武装警察部队依照法律规定实行衔级制度。
正确答案：正确",对,错
199,7-判断1（国防法规、三大条令）.docx,199.中国人民解放军、中国人民武装警察部队在规定岗位实行文职人员制度。 正确答案：正确,判断,对,"199.中国人民解放军、中国人民武装警察部队在规定岗位实行文职人员制度。
正确答案：正确",对,错
200,7-判断1（国防法规、三大条令）.docx,200.中国人民解放军军旗、军徽是中国人民解放军的象征和标志。 正确答案：正确,判断,对,"200.中国人民解放军军旗、军徽是中国人民解放军的象征和标志。
正确答案：正确",对,错
201,7-判断1（国防法规、三大条令）.docx,201.中国人民武装警察部队旗、徽是中国人民武装警察部队的象征和标志。 正确答案：正确,判断,对,"201.中国人民武装警察部队旗、徽是中国人民武装警察部队的象征和标志。
正确答案：正确",对,错
202,7-判断1（国防法规、三大条令）.docx,202.公民和组织应当尊重中国人民解放军军旗、军徽。 正确答案：正确,判断,对,"202.公民和组织应当尊重中国人民解放军军旗、军徽。
正确答案：正确",对,错
203,7-判断1（国防法规、三大条令）.docx,203.公民和组织应当尊重中国人民武装警察部队旗、徽。 正确答案：正确,判断,对,"203.公民和组织应当尊重中国人民武装警察部队旗、徽。
正确答案：正确",对,错
204,7-判断1（国防法规、三大条令）.docx,204.中国人民解放军军旗、军徽的图案、样式以及使用管理办法由国防部规定。 正确答案：错误 答案解析：《中华人民共和国国防法》第三章第二十八条：中国人民解放军军旗、军徽和中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由中央军事委员会规定。,判断,错,"204.中国人民解放军军旗、军徽的图案、样式以及使用管理办法由国防部规定。
正确答案：错误
答案解析：《中华人民共和国国防法》第三章第二十八条：中国人民解放军军旗、军徽和中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由中央军事委员会规定。",对,错
205,7-判断1（国防法规、三大条令）.docx,205.中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由国务院规定。 正确答案：错误 答案解析：《中华人民共和国国防法》第三章第二十八条：中国人民解放军军旗、军徽和中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由中央军事委员会规定。,判断,错,"205.中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由国务院规定。
正确答案：错误
答案解析：《中华人民共和国国防法》第三章第二十八条：中国人民解放军军旗、军徽和中国人民武装警察部队旗、徽的图案、样式以及使用管理办法由中央军事委员会规定。",对,错
206,7-判断1（国防法规、三大条令）.docx,206.国家禁止任何组织或者个人非法建立武装组织。 正确答案：正确,判断,对,"206.国家禁止任何组织或者个人非法建立武装组织。
正确答案：正确",对,错
207,7-判断1（国防法规、三大条令）.docx,207.国家禁止非法武装活动，禁止冒充军人或者武装力量组织。 正确答案：正确,判断,对,"207.国家禁止非法武装活动，禁止冒充军人或者武装力量组织。
正确答案：正确",对,错
208,7-判断1（国防法规、三大条令）.docx,208.国家的领陆、领水、领空神圣不可侵犯。 正确答案：正确,判断,对,"208.国家的领陆、领水、领空神圣不可侵犯。
正确答案：正确",对,错
209,7-判断1（国防法规、三大条令）.docx,209.国家建设强大稳固的现代边防、海防和空防，保卫领陆、领水、领空的安全。 正确答案：正确,判断,对,"209.国家建设强大稳固的现代边防、海防和空防，保卫领陆、领水、领空的安全。
正确答案：正确",对,错
210,7-判断1（国防法规、三大条令）.docx,210.国防部统一领导边防、海防、空防和其他重大安全领域的防卫工作。 正确答案：错误 答案解析：《中华人民共和国国防法》第四章第三十一条：中央军事委员会统一领导边防、海防、空防和其他重大安全领域的防卫工作。,判断,错,"210.国防部统一领导边防、海防、空防和其他重大安全领域的防卫工作。
正确答案：错误
答案解析：《中华人民共和国国防法》第四章第三十一条：中央军事委员会统一领导边防、海防、空防和其他重大安全领域的防卫工作。",对,错
211,7-判断1（国防法规、三大条令）.docx,211.国家建立和完善国防科技工业体系，发展国防科研生产，满足国防需要。 正确答案：正确,判断,对,"211.国家建立和完善国防科技工业体系，发展国防科研生产，满足国防需要。
正确答案：正确",对,错
212,7-判断1（国防法规、三大条令）.docx,212.国家创造有利的环境和条件，加强国防科学技术人才培养，激发人才创新活力。 正确答案：正确,判断,对,"212.国家创造有利的环境和条件，加强国防科学技术人才培养，激发人才创新活力。
正确答案：正确",对,错
213,7-判断1（国防法规、三大条令）.docx,213.国家依法实行军事采购制度。 正确答案：正确,判断,对,"213.国家依法实行军事采购制度。
正确答案：正确",对,错
214,7-判断1（国防法规、三大条令）.docx,214.国家对国防科研生产实行统一领导和计划调控。 正确答案：正确,判断,对,"214.国家对国防科研生产实行统一领导和计划调控。
正确答案：正确",对,错
215,7-判断1（国防法规、三大条令）.docx,215.国家注重发挥计划机制作用，推进国防科研生产和军事采购活动公平竞争。 正确答案：错误 答案解析：《中华人民共和国国防法》第五章第三十八条：国家对国防科研生产实行统一领导和计划调控；注重发挥市场机制作用，推进国防科研生产和军事采购活动公平竞争。,判断,错,"215.国家注重发挥计划机制作用，推进国防科研生产和军事采购活动公平竞争。
正确答案：错误
答案解析：《中华人民共和国国防法》第五章第三十八条：国家对国防科研生产实行统一领导和计划调控；注重发挥市场机制作用，推进国防科研生产和军事采购活动公平竞争。",对,错
216,7-判断1（国防法规、三大条令）.docx,216.承担国防科研生产任务和接受军事采购的组织和个人应当保守秘密。 正确答案：正确,判断,对,"216.承担国防科研生产任务和接受军事采购的组织和个人应当保守秘密。
正确答案：正确",对,错
217,7-判断1（国防法规、三大条令）.docx,217.国防经费的增长应当与国防需求和国民经济发展水平相适应。 正确答案：正确,判断,对,"217.国防经费的增长应当与国防需求和国民经济发展水平相适应。
正确答案：正确",对,错
218,7-判断1（国防法规、三大条令）.docx,218.国防经费依法实行预算管理。 正确答案：正确,判断,对,"218.国防经费依法实行预算管理。
正确答案：正确",对,错
219,7-判断1（国防法规、三大条令）.docx,219.国家保护国防资产不受侵害，保障国防资产的安全、完整和有效。 正确答案：正确,判断,对,"219.国家保护国防资产不受侵害，保障国防资产的安全、完整和有效。
正确答案：正确",对,错
220,7-判断1（国防法规、三大条令）.docx,220.国防资产属于人民所有。 正确答案：错误 答案解析：《中华人民共和国国防法》第六章第四十条：国防资产属于国家所有。,判断,错,"220.国防资产属于人民所有。
正确答案：错误
答案解析：《中华人民共和国国防法》第六章第四十条：国防资产属于国家所有。",对,错
221,7-判断1（国防法规、三大条令）.docx,221.国防资产中的技术成果，不可以用于国防以外的其他用途。 正确答案：错误 答案解析：《中华人民共和国国防法》第六章第四十二条：国防资产中的技术成果，在坚持国防优先、确保安全的前提下，可以根据国家有关规定用于其他用途。,判断,错,"221.国防资产中的技术成果，不可以用于国防以外的其他用途。
正确答案：错误
答案解析：《中华人民共和国国防法》第六章第四十二条：国防资产中的技术成果，在坚持国防优先、确保安全的前提下，可以根据国家有关规定用于其他用途。",对,错
222,7-判断1（国防法规、三大条令）.docx,222.普及和加强国防教育是全社会的共同责任。 正确答案：正确,判断,对,"222.普及和加强国防教育是全社会的共同责任。
正确答案：正确",对,错
223,7-判断1（国防法规、三大条令）.docx,223.学校的国防教育是全民国防教育的基础，是实施素质教育的重要内容。 正确答案：正确 答案解析：《中华人民共和国国防教育法》第二章第十三条：学校的国防教育是全民国防教育的基础，是实施素质教育的重要内容,判断,对,"223.学校的国防教育是全民国防教育的基础，是实施素质教育的重要内容。
正确答案：正确
答案解析：《中华人民共和国国防教育法》第二章第十三条：学校的国防教育是全民国防教育的基础，是实施素质教育的重要内容",对,错
224,7-判断1（国防法规、三大条令）.docx,224.各级各类学校应当设置适当的国防教育课程或在有关课程中增加国防教育内容。 正确答案：正确,判断,对,"224.各级各类学校应当设置适当的国防教育课程或在有关课程中增加国防教育内容。
正确答案：正确",对,错
225,7-判断1（国防法规、三大条令）.docx,225.各级各类学校应当按照规定组织学生军事训练。 正确答案：错误 答案解析：《中华人民共和国国防法》第七章第四十五条：普通高等学校和高中阶段学校应当按照规定组织学生军事训练。,判断,错,"225.各级各类学校应当按照规定组织学生军事训练。
正确答案：错误
答案解析：《中华人民共和国国防法》第七章第四十五条：普通高等学校和高中阶段学校应当按照规定组织学生军事训练。",对,错
226,7-判断1（国防法规、三大条令）.docx,226.各级人民政府应当保障国防教育所需的经费。 正确答案：正确,判断,对,"226.各级人民政府应当保障国防教育所需的经费。
正确答案：正确",对,错
227,7-判断1（国防法规、三大条令）.docx,227.国家建立战略物资储备制度。 正确答案：正确,判断,对,"227.国家建立战略物资储备制度。
正确答案：正确",对,错
228,7-判断1（国防法规、三大条令）.docx,228.国家根据国防动员需要，可依法征收、征用组织和个人的设备设施和其他财产。 正确答案：正确,判断,对,"228.国家根据国防动员需要，可依法征收、征用组织和个人的设备设施和其他财产。
正确答案：正确",对,错
229,7-判断1（国防法规、三大条令）.docx,229.依法服兵役和参加民兵组织是我国公民的光荣义务。 正确答案：正确,判断,对,"229.依法服兵役和参加民兵组织是我国公民的光荣义务。
正确答案：正确",对,错
230,7-判断1（国防法规、三大条令）.docx,230.我国公民都有接受国防教育的权利和义务。 正确答案：正确 答案解析：《中华人民共和国国防教育法》第一章第五条：中华人民共和国公民都有接受国防教育的权利和义务。,判断,对,"230.我国公民都有接受国防教育的权利和义务。
正确答案：正确
答案解析：《中华人民共和国国防教育法》第一章第五条：中华人民共和国公民都有接受国防教育的权利和义务。",对,错
231,7-判断1（国防法规、三大条令）.docx,231.公民和组织应当保护国防设施，遵守保密规定。 正确答案：正确,判断,对,"231.公民和组织应当保护国防设施，遵守保密规定。
正确答案：正确",对,错
232,7-判断1（国防法规、三大条令）.docx,232.公民和组织应当支持国防建设，为武装力量的军事活动提供帮助。 正确答案：正确,判断,对,"232.公民和组织应当支持国防建设，为武装力量的军事活动提供帮助。
正确答案：正确",对,错
233,7-判断1（国防法规、三大条令）.docx,233.年满十八周岁的公民有对国防建设提出建议的权利。 正确答案：错误 答案解析：《中华人民共和国国防法》第九章第五十七条：公民和组织有对国防建设提出建议的权利，有对危害国防利益的行为进行制止或者检举的权利。,判断,错,"233.年满十八周岁的公民有对国防建设提出建议的权利。
正确答案：错误
答案解析：《中华人民共和国国防法》第九章第五十七条：公民和组织有对国防建设提出建议的权利，有对危害国防利益的行为进行制止或者检举的权利。",对,错
234,7-判断1（国防法规、三大条令）.docx,234.军人必须模范地遵守宪法和法律，遵守军事法规，执行命令，严守纪律。 正确答案：正确,判断,对,"234.军人必须模范地遵守宪法和法律，遵守军事法规，执行命令，严守纪律。
正确答案：正确",对,错
235,7-判断1（国防法规、三大条令）.docx,235.军人应当受到全社会的尊崇。 正确答案：正确,判断,对,"235.军人应当受到全社会的尊崇。
正确答案：正确",对,错
236,7-判断1（国防法规、三大条令）.docx,236.国家和社会优待军人。 正确答案：正确,判断,对,"236.国家和社会优待军人。
正确答案：正确",对,错
237,7-判断1（国防法规、三大条令）.docx,237.国家建立退役军人保障制度，妥善安置退役军人，维护退役军人的合法权益。 正确答案：正确,判断,对,"237.国家建立退役军人保障制度，妥善安置退役军人，维护退役军人的合法权益。
正确答案：正确",对,错
238,7-判断1（国防法规、三大条令）.docx,238.国家和社会抚恤优待残疾军人，对残疾军人的生活和医疗依法给予特别保障。 正确答案：正确,判断,对,"238.国家和社会抚恤优待残疾军人，对残疾军人的生活和医疗依法给予特别保障。
正确答案：正确",对,错
239,7-判断1（国防法规、三大条令）.docx,239.国家和社会优待军人家属，抚恤优待烈士家属和因公牺牲、病故军人的家属。 正确答案：正确,判断,对,"239.国家和社会优待军人家属，抚恤优待烈士家属和因公牺牲、病故军人的家属。
正确答案：正确",对,错
240,7-判断1（国防法规、三大条令）.docx,240.我国在对外军事关系中遵守同外国、国际组织缔结或者参加的有关条约和协定。 正确答案：正确,判断,对,"240.我国在对外军事关系中遵守同外国、国际组织缔结或者参加的有关条约和协定。
正确答案：正确",对,错
241,7-判断1（国防法规、三大条令）.docx,241.我国实行以义务兵役为主体的义务兵役与志愿兵役相结合的兵役制度。 正确答案：错误 答案解析：《中华人民共和国兵役法》第一章第三条：中华人民共和国实行以志愿兵役为主体的志愿兵役与义务兵役相结合的兵役制度。,判断,错,"241.我国实行以义务兵役为主体的义务兵役与志愿兵役相结合的兵役制度。
正确答案：错误
答案解析：《中华人民共和国兵役法》第一章第三条：中华人民共和国实行以志愿兵役为主体的志愿兵役与义务兵役相结合的兵役制度。",对,错
242,7-判断1（国防法规、三大条令）.docx,242.军人和预备役人员入役时应当依法进行服役宣誓。 正确答案：正确,判断,对,"242.军人和预备役人员入役时应当依法进行服役宣誓。
正确答案：正确",对,错
243,7-判断1（国防法规、三大条令）.docx,243.军人必须遵守军队的条令和条例，忠于职守，随时为保卫祖国而战斗。 正确答案：正确,判断,对,"243.军人必须遵守军队的条令和条例，忠于职守，随时为保卫祖国而战斗。
正确答案：正确",对,错
244,7-判断1（国防法规、三大条令）.docx,244.全国的兵役工作，由中央军事委员会负责。 正确答案：错误 答案解析：《中华人民共和国兵役法》第一章第九条：全国的兵役工作，在国务院、中央军事委员会领导下，由国防部负责。,判断,错,"244.全国的兵役工作，由中央军事委员会负责。
正确答案：错误
答案解析：《中华人民共和国兵役法》第一章第九条：全国的兵役工作，在国务院、中央军事委员会领导下，由国防部负责。",对,错
245,7-判断1（国防法规、三大条令）.docx,245.我国年满十八周岁的公民，都应当按照兵役机关的安排进行初次兵役登记。 正确答案：错误 答案解析：《中华人民共和国兵役法》第二章第十五条：每年十二月三十一日以前年满十八周岁的男性公民，都应当按照兵役机关的安排在当年进行初次兵役登记。,判断,错,"245.我国年满十八周岁的公民，都应当按照兵役机关的安排进行初次兵役登记。
正确答案：错误
答案解析：《中华人民共和国兵役法》第二章第十五条：每年十二月三十一日以前年满十八周岁的男性公民，都应当按照兵役机关的安排在当年进行初次兵役登记。",对,错
246,7-判断1（国防法规、三大条令）.docx,246.全国每年征集服现役的士兵的人数、次数、时间和要求，由国防部规定。 正确答案：错误 答案解析：《中华人民共和国兵役法》第三章第十九条：全国每年征集服现役的士兵的人数、次数、时间和要求，由国务院和中央军事委员会的命令规定。,判断,错,"246.全国每年征集服现役的士兵的人数、次数、时间和要求，由国防部规定。
正确答案：错误
答案解析：《中华人民共和国兵役法》第三章第十九条：全国每年征集服现役的士兵的人数、次数、时间和要求，由国务院和中央军事委员会的命令规定。",对,错
247,7-判断1（国防法规、三大条令）.docx,247.根据军队需要，可以征集女性公民服现役。 正确答案：正确,判断,对,"247.根据军队需要，可以征集女性公民服现役。
正确答案：正确",对,错
248,7-判断1（国防法规、三大条令）.docx,248.根据军队需要和本人自愿，可以征集年满十七周岁未满十八周岁的公民服现役。 正确答案：正确,判断,对,"248.根据军队需要和本人自愿，可以征集年满十七周岁未满十八周岁的公民服现役。
正确答案：正确",对,错
249,7-判断1（国防法规、三大条令）.docx,249.普通高等学校毕业生的征集年龄可以放宽至二十六周岁。 正确答案：错误 答案解析：《中华人民共和国兵役法》第三章第二十条：年满十八周岁的男性公民，应当被征集服现役；当年未被征集的，在二十二周岁以前仍可以被征集服现役。普通高等学校毕业生的征集年龄可以放宽至二十四周岁，研究生的征集年龄可以放宽至二十六周岁。,判断,错,"249.普通高等学校毕业生的征集年龄可以放宽至二十六周岁。
正确答案：错误
答案解析：《中华人民共和国兵役法》第三章第二十条：年满十八周岁的男性公民，应当被征集服现役；当年未被征集的，在二十二周岁以前仍可以被征集服现役。普通高等学校毕业生的征集年龄可以放宽至二十四周岁，研究生的征集年龄可以放宽至二十六周岁。",对,错
250,7-判断1（国防法规、三大条令）.docx,250.义务兵服现役的期限为二年，军士实行分级服现役制度。 正确答案：正确,判断,对,"250.义务兵服现役的期限为二年，军士实行分级服现役制度。
正确答案：正确",对,错
251,7-判断1（国防法规、三大条令）.docx,251.军士服现役的期限一般不超过三十年，年龄不超过五十五周岁。 正确答案：正确,判断,对,"251.军士服现役的期限一般不超过三十年，年龄不超过五十五周岁。
正确答案：正确",对,错
252,7-判断1（国防法规、三大条令）.docx,252.士兵服现役的时间自征集工作机构批准入伍之日起算。 正确答案：正确,判断,对,"252.士兵服现役的时间自征集工作机构批准入伍之日起算。
正确答案：正确",对,错
253,7-判断1（国防法规、三大条令）.docx,253.士兵退出现役的时间为部队下达退出现役命令之日。 正确答案：正确,判断,对,"253.士兵退出现役的时间为部队下达退出现役命令之日。
正确答案：正确",对,错
254,7-判断1（国防法规、三大条令）.docx,254.现役军官可从普通高等学校应届毕业生中选拔、招收。 正确答案：正确,判断,对,"254.现役军官可从普通高等学校应届毕业生中选拔、招收。
正确答案：正确",对,错
255,7-判断1（国防法规、三大条令）.docx,255.军队院校可以从青年学生中招收学员，也可以从现役士兵中招收学员。 正确答案：正确,判断,对,"255.军队院校可以从青年学生中招收学员，也可以从现役士兵中招收学员。
正确答案：正确",对,错
256,7-判断1（国防法规、三大条令）.docx,256.军队院校从青年学生中招收学员，年龄应当受征集服现役年龄的限制。 正确答案：错误 答案解析：《中华人民共和国兵役法》第六章第三十八条：根据军队建设的需要，军队院校可以从青年学生中招收学员。招收学员的年龄，不受征集服现役年龄的限制。,判断,错,"256.军队院校从青年学生中招收学员，年龄应当受征集服现役年龄的限制。
正确答案：错误
答案解析：《中华人民共和国兵役法》第六章第三十八条：根据军队建设的需要，军队院校可以从青年学生中招收学员。招收学员的年龄，不受征集服现役年龄的限制。",对,错
257,7-判断1（国防法规、三大条令）.docx,257.军士服现役满三十年或年满五十五周岁的，作退休安置。 正确答案：正确,判断,对,"257.军士服现役满三十年或年满五十五周岁的，作退休安置。
正确答案：正确",对,错
258,7-判断1（国防法规、三大条令）.docx,258.中央军事委员会领导全国的国防教育工作。 正确答案：错误 答案解析：《中华人民共和国国防教育法》第一章第六条：国务院领导全国的国防教育工作。中央军事委员会协同国务院开展全民国防教育。,判断,错,"258.中央军事委员会领导全国的国防教育工作。
正确答案：错误
答案解析：《中华人民共和国国防教育法》第一章第六条：国务院领导全国的国防教育工作。中央军事委员会协同国务院开展全民国防教育。",对,错
259,7-判断1（国防法规、三大条令）.docx,259.各级人民武装部应当加强对具有国防教育意义的文物的收集、整理、保护工作。 正确答案：错误 答案解析：《中华人民共和国国防教育法》第四章第二十八条：各级人民政府应当加强对国防教育基地的规划、建设和管理，并为其发挥作用提供必要的保障。各级人民政府应当加强对具有国防教育意义的文物的收集、整理、保护工作。,判断,错,"259.各级人民武装部应当加强对具有国防教育意义的文物的收集、整理、保护工作。
正确答案：错误
答案解析：《中华人民共和国国防教育法》第四章第二十八条：各级人民政府应当加强对国防教育基地的规划、建设和管理，并为其发挥作用提供必要的保障。各级人民政府应当加强对具有国防教育意义的文物的收集、整理、保护工作。",对,错
260,7-判断1（国防法规、三大条令）.docx,260.国防教育基地，应当对有组织的中小学生免费开放。 正确答案：正确,判断,对,"260.国防教育基地，应当对有组织的中小学生免费开放。
正确答案：正确",对,错
261,7-判断1（国防法规、三大条令）.docx,261.国防教育基地，在全民国防教育日向社会免费开放。 正确答案：正确,判断,对,"261.国防教育基地，在全民国防教育日向社会免费开放。
正确答案：正确",对,错
262,7-判断1（国防法规、三大条令）.docx,262.预备役人员是国家武装力量的成员，是战时现役部队兵员补充的重要来源。 正确答案：正确,判断,对,"262.预备役人员是国家武装力量的成员，是战时现役部队兵员补充的重要来源。
正确答案：正确",对,错
263,7-判断1（国防法规、三大条令）.docx,263.国务院领导预备役人员工作。 正确答案：错误 答案解析：《中华人民共和国预备役人员法》第一章第五条：中央军事委员会领导预备役人员工作。,判断,错,"263.国务院领导预备役人员工作。
正确答案：错误
答案解析：《中华人民共和国预备役人员法》第一章第五条：中央军事委员会领导预备役人员工作。",对,错
264,7-判断1（国防法规、三大条令）.docx,264.国家实行预备役军衔制度。 正确答案：正确,判断,对,"264.国家实行预备役军衔制度。
正确答案：正确",对,错
265,7-判断1（国防法规、三大条令）.docx,265.预备役军官军衔设二等七衔。 正确答案：正确 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军官军衔设二等七衔：（一）预备役校官：预备役大校、上校、中校、少校；（二）预备役尉官：预备役上尉、中尉、少尉。,判断,对,"265.预备役军官军衔设二等七衔。
正确答案：正确
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军官军衔设二等七衔：（一）预备役校官：预备役大校、上校、中校、少校；（二）预备役尉官：预备役上尉、中尉、少尉。",对,错
266,7-判断1（国防法规、三大条令）.docx,266.预备役军士军衔设三等七衔。 正确答案：正确 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军士军衔设三等七衔：（一）预备役高级军士：预备役一级军士长、二级军士长、三级军士长；（二）预备役中级军士：预备役一级上士、二级上士；（三）预备役初级军士：预备役中士、下士。,判断,对,"266.预备役军士军衔设三等七衔。
正确答案：正确
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役军士军衔设三等七衔：（一）预备役高级军士：预备役一级军士长、二级军士长、三级军士长；（二）预备役中级军士：预备役一级上士、二级上士；（三）预备役初级军士：预备役中士、下士。",对,错
267,7-判断1（国防法规、三大条令）.docx,267.预备役兵军衔设两衔。 正确答案：正确 答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役兵军衔设两衔：预备役上等兵、列兵。,判断,对,"267.预备役兵军衔设两衔。
正确答案：正确
答案解析：《中华人民共和国预备役人员法》第二章第十二条：预备役兵军衔设两衔：预备役上等兵、列兵。",对,错
268,7-判断1（国防法规、三大条令）.docx,268.预备役人员的选拔补充计划由中央军事委员会确定。 正确答案：正确,判断,对,"268.预备役人员的选拔补充计划由中央军事委员会确定。
正确答案：正确",对,错
269,7-判断1（国防法规、三大条令）.docx,269.部队应当按照规定，对选拔补充的预备役人员授予预备役军衔、任用岗位职务。 正确答案：正确,判断,对,"269.部队应当按照规定，对选拔补充的预备役人员授予预备役军衔、任用岗位职务。
正确答案：正确",对,错
270,7-判断1（国防法规、三大条令）.docx,270.任何单位和个人不得非法生产、买卖预备役制式服装和预备役标志服饰。 正确答案：正确,判断,对,"270.任何单位和个人不得非法生产、买卖预备役制式服装和预备役标志服饰。
正确答案：正确",对,错
271,7-判断1（国防法规、三大条令）.docx,271.预备役军官、预备役军士在本衔级服预备役的最低年限为五年。 正确答案：错误 答案解析：《中华人民共和国预备役人员法》第八章第五十一条：预备役军官、预备役军士在本衔级服预备役的最低年限为四年。预备役军官、预备役军士服预备役未满本衔级最低年限的，不得申请退出预备役；满最低年限的，本人提出申请、经批准可以退出预备役。,判断,错,"271.预备役军官、预备役军士在本衔级服预备役的最低年限为五年。
正确答案：错误
答案解析：《中华人民共和国预备役人员法》第八章第五十一条：预备役军官、预备役军士在本衔级服预备役的最低年限为四年。预备役军官、预备役军士服预备役未满本衔级最低年限的，不得申请退出预备役；满最低年限的，本人提出申请、经批准可以退出预备役。",对,错
272,7-判断1（国防法规、三大条令）.docx,272.预备役兵服预备役年限为四年，其中，预备役列兵、上等兵各为二年。 正确答案：正确,判断,对,"272.预备役兵服预备役年限为四年，其中，预备役列兵、上等兵各为二年。
正确答案：正确",对,错
273,7-判断1（国防法规、三大条令）.docx,273.预备役兵服预备役的最高年龄为三十五周岁。 正确答案：错误 答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役达到最高年龄的，应当退出预备役。预备役兵为三十周岁。,判断,错,"273.预备役兵服预备役的最高年龄为三十五周岁。
正确答案：错误
答案解析：《中华人民共和国预备役人员法》第八章第五十二条：预备役人员服预备役达到最高年龄的，应当退出预备役。预备役兵为三十周岁。",对,错
274,7-判断1（国防法规、三大条令）.docx,274.任何组织或者个人对破坏、危害军事设施的行为，都有权检举、控告。 正确答案：正确,判断,对,"274.任何组织或者个人对破坏、危害军事设施的行为，都有权检举、控告。
正确答案：正确",对,错
