id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D,option_E
89,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,88. 第一次国共合作的政治基础是(   )。,多选,A|B,"88. 第一次国共合作的政治基础是(   )。
A、中国国民党第一次全国代表大会宣言
B、新三民主义
C、中国共产党的民主革命纲领
D、三民主义
正确答案：AB
答案解析：第一次国共合作的政治基础是中国国民党第一次全国代表大会宣言和新三民主义。",A. 中国国民党第一次全国代表大会宣言,B. 新三民主义,C. 中国共产党的民主革命纲领,D. 三民主义 正确答案：AB 答案解析：第一次国共合作的政治基础是中国国民党第一次全国代表大会宣言和新三民主义。,
90,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,89. 1926年7月，国民革命军正式出师北伐，北伐的主要战场在(   ）。,多选,A|B,"89. 1926年7月，国民革命军正式出师北伐，北伐的主要战场在(   ）。
A、湖南
B、湖北
C、江西
D、浙江
正确答案：AB
答案解析：北伐的主要战场在湖南和湖北。",A. 湖南,B. 湖北,C. 江西,D. 浙江 正确答案：AB 答案解析：北伐的主要战场在湖南和湖北。,
91,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,90. 下列属于中共党史军史上三大起义的是(   )。,多选,A|B|D,"90. 下列属于中共党史军史上三大起义的是(   )。
A、南昌起义
B、秋收起义
C、平江起义
D、广州起义
正确答案：ABD
答案解析：南昌起义、秋收起义、广州起义属于中共党史军史上三大起义。",A. 南昌起义,B. 秋收起义,C. 平江起义,D. 广州起义 正确答案：ABD 答案解析：南昌起义、秋收起义、广州起义属于中共党史军史上三大起义。,
92,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,91. 八七会议上确定的两大总方针是(   )。,多选,A|C,"91. 八七会议上确定的两大总方针是(   )。
A、实行土地革命
B、走农村包围城市道路
C、武装反抗国民党反动派
D、掌握军队领导权
正确答案：AC
答案解析：八七会议上确定的两大总方针是实行土地革命、武装反抗国民党反动派。",A. 实行土地革命,B. 走农村包围城市道路,C. 武装反抗国民党反动派,D. 掌握军队领导权 正确答案：AC 答案解析：八七会议上确定的两大总方针是实行土地革命、武装反抗国民党反动派。,
93,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,92. 下列各项中，属于红军在遵义会议后的军事行动的是(   )。,多选,A|C|D,"92. 下列各项中，属于红军在遵义会议后的军事行动的是(   )。
A、四渡赤水
B、强渡乌江
C、巧渡金沙江
D、飞夺泸定桥
正确答案：ACD
答案解析：属于红军在遵义会议后的军事行动的有四渡赤水、巧渡金沙江、飞夺泸定桥。",A. 四渡赤水,B. 强渡乌江,C. 巧渡金沙江,D. 飞夺泸定桥 正确答案：ACD 答案解析：属于红军在遵义会议后的军事行动的有四渡赤水、巧渡金沙江、飞夺泸定桥。,
94,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,93. “国共政权的十年对峙”的“对峙”概念是(   )。,多选,A|B|C,"93. “国共政权的十年对峙”的“对峙”概念是(   )。
A、国民党与共产党之间进行战争
B、西安事变的和平解决而基本终止
C、土地革命时期的基本政治特征
D、右倾投降主义的错误使国共两党关系破裂
正确答案：ABC
答案解析：“对峙”是指国民党与共产党之间进行战争、西安事变的和平解决而基本终止、土地革命时期的基本政治特征。",A. 国民党与共产党之间进行战争,B. 西安事变的和平解决而基本终止,C. 土地革命时期的基本政治特征,D. 右倾投降主义的错误使国共两党关系破裂 正确答案：ABC 答案解析：“对峙”是指国民党与共产党之间进行战争、西安事变的和平解决而基本终止、土地革命时期的基本政治特征。,
95,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,94. 中国共产党提出建立民主联合政府主张的会议有(   )。,多选,C|D,"94. 中国共产党提出建立民主联合政府主张的会议有(   )。
A、瓦窑堡会议
B、洛川会议
C、中共七大
D、北平和谈
正确答案：CD
答案解析：中共七大和北平和谈是中国共产党提出建立民主联合政府主张的会议。",A. 瓦窑堡会议,B. 洛川会议,C. 中共七大,D. 北平和谈 正确答案：CD 答案解析：中共七大和北平和谈是中国共产党提出建立民主联合政府主张的会议。,
96,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,95. 中国革命战争的基本形式有(   )。,多选,A|B|C,"95. 中国革命战争的基本形式有(   )。
A、游击战
B、运动战
C、阵地战
D、地雷战
正确答案：ABC
答案解析：中国革命战争的基本形式有游击战、运动战、阵地战。",A. 游击战,B. 运动战,C. 阵地战,D. 地雷战 正确答案：ABC 答案解析：中国革命战争的基本形式有游击战、运动战、阵地战。,
97,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,96. 毛泽东的为中国共产党的思想路线奠定了理论基础的两篇主要著作是(   )。,多选,B|C,"96. 毛泽东的为中国共产党的思想路线奠定了理论基础的两篇主要著作是(   )。
A、《新民主主义论》
B、《实践论》
C、《矛盾论》
D、《关于领导方法的若干问题》
正确答案：BC
答案解析：《实践论》和《矛盾论》是毛泽东的为中国共产党的思想路线奠定了理论基础的两篇主要著作。",A. 《新民主主义论》,B. 《实践论》,C. 《矛盾论》,D. 《关于领导方法的若干问题》 正确答案：BC 答案解析：《实践论》和《矛盾论》是毛泽东的为中国共产党的思想路线奠定了理论基础的两篇主要著作。,
98,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,97. 中国共产党为巩固抗日民族统一战线实行的政策有(   )。,多选,A|C|D,"97. 中国共产党为巩固抗日民族统一战线实行的政策有(   )。
A、“三三制”原则
B、大生产运动
C、减租减息的土地政策
D、建立联合政府的主张
正确答案：ACD
答案解析：中国共产党为巩固抗日民族统一战线实行的政策有“三三制”原则、减租减息的土地政策、建立联合政府的主张。",A. “三三制”原则,B. 大生产运动,C. 减租减息的土地政策,D. 建立联合政府的主张 正确答案：ACD 答案解析：中国共产党为巩固抗日民族统一战线实行的政策有“三三制”原则、减租减息的土地政策、建立联合政府的主张。,
99,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,98. 中国共产党的实事求是的思想路线的基本内容是(   )。,多选,B|C|D,"98. 中国共产党的实事求是的思想路线的基本内容是(   )。
A、为人民服务
B、一切从实际出发
C、理论联系实际
D、实践是检验真理的唯一标准
正确答案：BCD
答案解析：中国共产党的实事求是的思想路线的基本内容是一切从实际出发、理论联系实际、实践是检验真理的唯一标准。",A. 为人民服务,B. 一切从实际出发,C. 理论联系实际,D. 实践是检验真理的唯一标准 正确答案：BCD 答案解析：中国共产党的实事求是的思想路线的基本内容是一切从实际出发、理论联系实际、实践是检验真理的唯一标准。,
100,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,99. 新中国成立后，我党制定民族政策的原则有(   )。,多选,A|C|D,"99. 新中国成立后，我党制定民族政策的原则有(   )。
A、民族平等
B、社会制度自由
C、民族团结
D、共同发展繁荣
正确答案：ACD
答案解析：我党制定民族政策的原则有民族平等、民族团结、共同发展繁荣。",A. 民族平等,B. 社会制度自由,C. 民族团结,D. 共同发展繁荣 正确答案：ACD 答案解析：我党制定民族政策的原则有民族平等、民族团结、共同发展繁荣。,
101,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,100. (   )表明中国共产党在探索社会主义建设道路的问题上坚持了正确的指导思想。,多选,A|B|C|D,"100. (   )表明中国共产党在探索社会主义建设道路的问题上坚持了正确的指导思想。
A、1956年毛泽东作《论十大关系》的报告
B、1956 年中共八大的召开
C、1957年毛泽东发表《关于正确处理人民内部矛盾的问题》的讲话
D、1960年党中央提出“调整、巩固、充实、提高”的方针
正确答案：ABCD
答案解析：毛泽东作《论十大关系》的报告、中共八大的召开、《关于正确处理人民内部矛盾的问题》的讲话、提出“调整、巩固、充实、提高”的方针等表明中国共产党在探索社会主义建设道路的问题上坚持了正确的指导思想。",A. 1956年毛泽东作《论十大关系》的报告,B. 1956 年中共八大的召开,C. 1957年毛泽东发表《关于正确处理人民内部矛盾的问题》的讲话,D. 1960年党中央提出“调整、巩固、充实、提高”的方针 正确答案：ABCD 答案解析：毛泽东作《论十大关系》的报告、中共八大的召开、《关于正确处理人民内部矛盾的问题》的讲话、提出“调整、巩固、充实、提高”的方针等表明中国共产党在探索社会主义建设道路的问题上坚持了正确的指导思想。,
102,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,101. 中共十一届三中全会前，取得探索中国社会主义建设的重要成果是(   )。,多选,A|B|C,"101. 中共十一届三中全会前，取得探索中国社会主义建设的重要成果是(   )。
A、《论十大关系》的发表
B、中共八大召开及其重要决策
C、《关于正确处理人民内部矛盾的问题》的发表
D、“大跃进”的发动
正确答案：ABC
答案解析：中共十一届三中全会前，取得探索中国社会主义建设的重要成果是《论十大关系》的发表、中共八大召开及其重要决策、《关于正确处理人民内部矛盾的问题》的发表。",A. 《论十大关系》的发表,B. 中共八大召开及其重要决策,C. 《关于正确处理人民内部矛盾的问题》的发表,D. “大跃进”的发动 正确答案：ABC 答案解析：中共十一届三中全会前，取得探索中国社会主义建设的重要成果是《论十大关系》的发表、中共八大召开及其重要决策、《关于正确处理人民内部矛盾的问题》的发表。,
103,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,102. 中国共产党第十次全国代表大会于1973年8月24日至28日在北京召开。关于十大，下列表述正确的是(   )。,多选,B|C|D,"102. 中国共产党第十次全国代表大会于1973年8月24日至28日在北京召开。关于十大，下列表述正确的是(   )。
A、党的十大是按原计划召开的
B、周恩来代表中央作政治报告
C、邓小平在党的十大上被选为中央委员
D、号召全党“坚持无产阶级专政下的继续革命”
正确答案：BCD
答案解析：中国共产党第十次全国代表大会于1973年8月24日至28日在北京召开。周恩来代表中央作政治报告、周恩来代表中央作政治报告，号召全党“坚持无产阶级专政下的继续革命”。",A. 党的十大是按原计划召开的,B. 周恩来代表中央作政治报告,C. 邓小平在党的十大上被选为中央委员,D. 号召全党“坚持无产阶级专政下的继续革命” 正确答案：BCD 答案解析：中国共产党第十次全国代表大会于1973年8月24日至28日在北京召开。周恩来代表中央作政治报告、周恩来代表中央作政治报告，号召全党“坚持无产阶级专政下的继续革命”。,
104,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,103. 中国共产党十一届三中全会作出的主要决定有(   )。,多选,B|C|D,"103. 中国共产党十一届三中全会作出的主要决定有(   )。
A、宣告“文化大革命”结束
B、停止使用“以阶级斗争为纲”的口号
C、重新确定实事求是，一切从实际出发，理论联系实际的马克思主义思想路线
D、把党的工作重点转移到社会主义现代化建设上来
正确答案：BCD
答案解析：中国共产党十一届三中全会作出的主要决定为把党的工作重点转移到社会主义现代化建设上来、停止使用“以阶级斗争为纲”的口号、重新确定实事求是，一切从实际出发，理论联系实际的马克思主义思想路线。",A. 宣告“文化大革命”结束,B. 停止使用“以阶级斗争为纲”的口号,C. 重新确定实事求是，一切从实际出发，理论联系实际的马克思主义思想路线,D. 把党的工作重点转移到社会主义现代化建设上来 正确答案：BCD 答案解析：中国共产党十一届三中全会作出的主要决定为把党的工作重点转移到社会主义现代化建设上来、停止使用“以阶级斗争为纲”的口号、重新确定实事求是，一切从实际出发，理论联系实际的马克思主义思想路线。,
105,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,104. 从1978年中共十一届三中全会到1982 年中共十二大，是邓小平理论初步形成时期，这一时期形成了（   ）。,多选,A|B|C|D,"104. 从1978年中共十一届三中全会到1982 年中共十二大，是邓小平理论初步形成时期，这一时期形成了（   ）。
A、以经济建设为中心的观点
B、实行改革开放的观点
C、坚持四项基本原则的观点
D、走中国式的现代化道路的观点
正确答案：ABCD
答案解析：从1978年中共十一届三中全会到1982 年中共十二大，是邓小平理论初步形成时期，这一时期形成了坚持四项基本原则、以经济建设为中心、走中国式的现代化道路、实行改革开放的观点。",A. 以经济建设为中心的观点,B. 实行改革开放的观点,C. 坚持四项基本原则的观点,D. 走中国式的现代化道路的观点 正确答案：ABCD 答案解析：从1978年中共十一届三中全会到1982 年中共十二大，是邓小平理论初步形成时期，这一时期形成了坚持四项基本原则、以经济建设为中心、走中国式的现代化道路、实行改革开放的观点。,
106,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,105. 中国共产党第十三次全国代表大会的重要贡献是(   )。,多选,A|B|C,"105. 中国共产党第十三次全国代表大会的重要贡献是(   )。
A、分析了当前中国的国情，提出了社会主义初级阶段的理论
B、制定了社会主义初级阶段党的基本路线
C、提出了社会主义初级阶段经济发展的战略部署
D、制定了一部有中国特色的中华人民共和国宪法
正确答案：ABC
答案解析：中国共产党第十三次全国代表大会制定了社会主义初级阶段党的基本路线、提出了社会主义初级阶段经济发展的战略部署、分析了当前中国的国情，提出了社会主义初级阶段的理论。",A. 分析了当前中国的国情，提出了社会主义初级阶段的理论,B. 制定了社会主义初级阶段党的基本路线,C. 提出了社会主义初级阶段经济发展的战略部署,D. 制定了一部有中国特色的中华人民共和国宪法 正确答案：ABC 答案解析：中国共产党第十三次全国代表大会制定了社会主义初级阶段党的基本路线、提出了社会主义初级阶段经济发展的战略部署、分析了当前中国的国情，提出了社会主义初级阶段的理论。,
107,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,106. 从中共十三大到中共十四大，是邓小平理论形成科学体系的时期，这一时期提出了(   )。,多选,A|B|C,"106. 从中共十三大到中共十四大，是邓小平理论形成科学体系的时期，这一时期提出了(   )。
A、社会主义市场经济理论
B、社会主义本质理论
C、“三个有利于”标准
D、科学技术是第一生产力
正确答案：ABC
答案解析：从中共十三大到中共十四大，提出了社会主义本质理论、“三个有利于”标准、市场经济理论。",A. 社会主义市场经济理论,B. 社会主义本质理论,C. “三个有利于”标准,D. 科学技术是第一生产力 正确答案：ABC 答案解析：从中共十三大到中共十四大，提出了社会主义本质理论、“三个有利于”标准、市场经济理论。,
108,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,107. 在树立党的理论旗帜上，在中共历次全国代表大会上，有几次具有特别重大的历史意义，这几次是中共(   )。,多选,A|B|C|D,"107. 在树立党的理论旗帜上，在中共历次全国代表大会上，有几次具有特别重大的历史意义，这几次是中共(   )。
A、一大
B、七大
C、十五大
D、十六大
正确答案：ABCD
答案解析：中共一大、七大、十五大、十六大，在在树立党的理论旗帜上，具有特别重大的历史意义。",A. 一大,B. 七大,C. 十五大,D. 十六大 正确答案：ABCD 答案解析：中共一大、七大、十五大、十六大，在在树立党的理论旗帜上，具有特别重大的历史意义。,
109,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,108. 在20世纪，中国发生了三次历史性的巨变，这三次是(   )。,多选,A|C|D,"108. 在20世纪，中国发生了三次历史性的巨变，这三次是(   )。
A、孙中山领导的推翻封建专制统治、建立共和政体的辛亥革命
B、中国无产阶级第一次作为独立的政治力量参加的五四运动
C、中国共产党及其领袖毛泽东领导的中华人民共和国的成立和社会主义制度的建立
D、以邓小平为核心的第二代中央领导集体领导的改革开放
正确答案：ACD
答案解析：在20世纪，中国发生了三次历史性的巨变，分别是孙中山领导的推翻封建专制统治、建立共和政体的辛亥革命；中国共产党及其领袖毛泽东领导的中华人民共和国的成立和社会主义制度的建立；以邓小平为核心的第二代中央领导集体领导的改革开放。",A. 孙中山领导的推翻封建专制统治、建立共和政体的辛亥革命,B. 中国无产阶级第一次作为独立的政治力量参加的五四运动,C. 中国共产党及其领袖毛泽东领导的中华人民共和国的成立和社会主义制度的建立,D. 以邓小平为核心的第二代中央领导集体领导的改革开放 正确答案：ACD 答案解析：在20世纪，中国发生了三次历史性的巨变，分别是孙中山领导的推翻封建专制统治、建立共和政体的辛亥革命；中国共产党及其领袖毛泽东领导的中华人民共和国的成立和社会主义制度的建立；以邓小平为核心的第二代中央领导集体领导的改革开放。,
110,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,109. 党的十四大作出三项具有深远意义的决策，分别是(   )。,多选,B|C|D,"109. 党的十四大作出三项具有深远意义的决策，分别是(   )。
A、明确社会主义现代化“三步走”发展战略
B、抓住机调，加快发展
C、明确我国经济体质改革目标是建立社会主义市场经济体制
D、确立邓小平建设有中国特色社会主义理论在全党的指导地位
正确答案：BCD
答案解析：党的十四大作出三项具有深远意义的决策，分别是明确我国经济体质改革目标是建立社会主义市场经济体制、确立邓小平建设有中国特色社会主义理论在全党的指导地位、抓住机调，加快发展。",A. 明确社会主义现代化“三步走”发展战略,B. 抓住机调，加快发展,C. 明确我国经济体质改革目标是建立社会主义市场经济体制,D. 确立邓小平建设有中国特色社会主义理论在全党的指导地位 正确答案：BCD 答案解析：党的十四大作出三项具有深远意义的决策，分别是明确我国经济体质改革目标是建立社会主义市场经济体制、确立邓小平建设有中国特色社会主义理论在全党的指导地位、抓住机调，加快发展。,
111,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,110. 江泽民同志在中共十五大报告中指出:20世纪以来，中国人民在前进道路上经历了三次历史性巨变。这三次巨变是指(   )。,多选,A|C,"110. 江泽民同志在中共十五大报告中指出:20世纪以来，中国人民在前进道路上经历了三次历史性巨变。这三次巨变是指(   )。
A、辛亥革命，推翻清王朝统治
B、国民大革命
C、抗日战争的胜利
D、新中国的成立和建立社会主义制度
E、改革开放，建设有中国特色社会主义
正确答案：ACE
答案解析：江泽民同志在中共十五大报告中指出: 20世纪以来，中国人民在前进道路上经历了三次历史性巨变。这三次巨变是指辛亥革命，推翻清王朝统治、抗日战争的胜利、改革开放，建设有中国特色社会主义。",A. 辛亥革命，推翻清王朝统治,B. 国民大革命,C. 抗日战争的胜利,D. 新中国的成立和建立社会主义制度 E、改革开放，建设有中国特色社会主义 正确答案：ACE 答案解析：江泽民同志在中共十五大报告中指出: 20世纪以来，中国人民在前进道路上经历了三次历史性巨变。这三次巨变是指辛亥革命，推翻清王朝统治、抗日战争的胜利、改革开放，建设有中国特色社会主义。,
112,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,111. 中共十六大报告在谈到必须最广泛最充分地调动-切积极因素时指出，必须尊重(   )。,多选,A|B|C|D,"111. 中共十六大报告在谈到必须最广泛最充分地调动-切积极因素时指出，必须尊重(   )。
A、劳动
B、知识
C、人才
D、创造
正确答案：ABCD
答案解析：中共十六大报告在谈到必须最广泛最充分地调动-切积极因素时指出，必须尊重劳动、知识、人才和创造。",A. 劳动,B. 知识,C. 人才,D. 创造 正确答案：ABCD 答案解析：中共十六大报告在谈到必须最广泛最充分地调动-切积极因素时指出，必须尊重劳动、知识、人才和创造。,
113,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,112. 党的二十大报告指出，面对突如其来的新冠肺炎疫情，我们（    ），开展抗击疫情人民战争、总体战、阻击战，最大限度保护了人民生命安全和身体健康，统筹疫情防控和经济社会发展取得重大积极成果。,多选,A|C|D,"112. 党的二十大报告指出，面对突如其来的新冠肺炎疫情，我们（    ），开展抗击疫情人民战争、总体战、阻击战，最大限度保护了人民生命安全和身体健康，统筹疫情防控和经济社会发展取得重大积极成果。
A、坚持人民至上、生命至上
B、坚持总揽全局、协调各方
C、坚持动态清零不动摇
D、坚持外防输入、内防反弹
正确答案：ACD",A. 坚持人民至上、生命至上,B. 坚持总揽全局、协调各方,C. 坚持动态清零不动摇,D. 坚持外防输入、内防反弹 正确答案：ACD,
114,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,113. 中国工农红军长征胜利的重要意义有（    ）。,多选,A|B|C|D,"113. 中国工农红军长征胜利的重要意义有（    ）。
A、宣告了国民党围追堵截红军的破产
B、实现了红军的战略大转移
C、宣传了中国共产党的政治主张
D、在沿途播下了革命的种子，鼓了广大人民群众
正确答案：ABCD",A. 宣告了国民党围追堵截红军的破产,B. 实现了红军的战略大转移,C. 宣传了中国共产党的政治主张,D. 在沿途播下了革命的种子，鼓了广大人民群众 正确答案：ABCD,
115,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,114. 二十大报告指出，要以（    ）等为重点，加快实施重要生态系统保护和修复重大工程。,多选,A|B|D,"114. 二十大报告指出，要以（    ）等为重点，加快实施重要生态系统保护和修复重大工程。
A、国家重点生态功能区
B、生态保护红线
C、城镇开发边界
D、自然保护地
正确答案：ABD",A. 国家重点生态功能区,B. 生态保护红线,C. 城镇开发边界,D. 自然保护地 正确答案：ABD,
116,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,115. 辛亥革命最终失败的原因是(    )。,多选,B|C|D,"115. 辛亥革命最终失败的原因是(    )。
A、没有建立革命政权
B、没有坚强有力的革命政党
C、没有一个彻底的革命纲领
D、没有充分发动和依靠人民大众
正确答案：BCD",A. 没有建立革命政权,B. 没有坚强有力的革命政党,C. 没有一个彻底的革命纲领,D. 没有充分发动和依靠人民大众 正确答案：BCD,
117,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,116. 中共七大把党在长期奋斗中形成的优良作风概括为三大作风，即（   ）。这是中国共产党区别于其他政党的显著标志，是使党的路线、方针、政策得以顺利贯彻的根本保证。,多选,A|C|D,"116. 中共七大把党在长期奋斗中形成的优良作风概括为三大作风，即（   ）。这是中国共产党区别于其他政党的显著标志，是使党的路线、方针、政策得以顺利贯彻的根本保证。
A、理论和实践相结合的作风
B、谦虚谨慎、艰苦朴素的工作作风
C、和人民群众紧密联系在一起的作风
D、批评与自我批评的作风
正确答案：ACD",A. 理论和实践相结合的作风,B. 谦虚谨慎、艰苦朴素的工作作风,C. 和人民群众紧密联系在一起的作风,D. 批评与自我批评的作风 正确答案：ACD,
118,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,117. 一个世纪以来，中国人民在前进道路上经历了三次历史性巨变，产生了站在时代前列的伟大人物，他们是（  ）。,多选,A|C|D,"117. 一个世纪以来，中国人民在前进道路上经历了三次历史性巨变，产生了站在时代前列的伟大人物，他们是（  ）。
A、孙中山
B、鲁迅
C、毛泽东
D、邓小平
正确答案：ACD",A. 孙中山,B. 鲁迅,C. 毛泽东,D. 邓小平 正确答案：ACD,
119,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,118. 1928一1930年间，毛泽东撰写的有关中国革命道路理论的重要著作有（  ）。,多选,A|B|C|D,"118. 1928一1930年间，毛泽东撰写的有关中国革命道路理论的重要著作有（  ）。
A、《井冈山的斗争》
B、《中国的红色政权为什么能够存在？》
C、《反对本本主义》
D、《星星之火，可以燎原》
正确答案：ABCD",A. 《井冈山的斗争》,B. 《中国的红色政权为什么能够存在？》,C. 《反对本本主义》,D. 《星星之火，可以燎原》 正确答案：ABCD,
120,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,119. 导致中国工农红军第五次反“围剿”战争失败的主要原因是（）。,多选,C|D,"119. 导致中国工农红军第五次反“围剿”战争失败的主要原因是（）。
A、国民党军的力量过于强人
B、日本帝国主义的直接干涉
C、红军军事指挥上的单纯防御路线
D、毛泽东的战略战术原则被否定
正确答案：CD",A. 国民党军的力量过于强人,B. 日本帝国主义的直接干涉,C. 红军军事指挥上的单纯防御路线,D. 毛泽东的战略战术原则被否定 正确答案：CD,
121,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,120. 毛泽东指出，新民主主义革命的对象是（  ）。,多选,B|D,"120. 毛泽东指出，新民主主义革命的对象是（  ）。
A、民族资产阶级
B、帝国主义
C、买办资产阶级
D、封建主义
正确答案：BD",A. 民族资产阶级,B. 帝国主义,C. 买办资产阶级,D. 封建主义 正确答案：BD,
122,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,121. 中共八七会议上确定的两大总方针是（  ）。,多选,A|C,"121. 中共八七会议上确定的两大总方针是（  ）。
A、实行土地革命
B、走农村包围城市道路
C、武装反抗国民党反动派
D、掌握军队领导权
正确答案：AC",A. 实行土地革命,B. 走农村包围城市道路,C. 武装反抗国民党反动派,D. 掌握军队领导权 正确答案：AC,
123,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,123. 中国工农红军游击战争的作战指导原则是（  ）。,多选,A|B|C|D,"123. 中国工农红军游击战争的作战指导原则是（  ）。
A、敌进我退
B、敌驻我扰
C、敌疲我打
D、敌退我追
正确答案：ABCD",A. 敌进我退,B. 敌驻我扰,C. 敌疲我打,D. 敌退我追 正确答案：ABCD,
124,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,124. 中国革命战争的基本形式有（  ）。,多选,A|B|C,"124. 中国革命战争的基本形式有（  ）。
A、游击战
B、运动战
C、阵地战
D、地雷战
正确答案：ABC",A. 游击战,B. 运动战,C. 阵地战,D. 地雷战 正确答案：ABC,
125,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,125. 中国共产党在中国革命中战胜敌人的三大法宝是（ ）。,多选,A|B|C,"125. 中国共产党在中国革命中战胜敌人的三大法宝是（ ）。
A、武装斗争
B、统一战线
C、党的建设
D、土地革命
正确答案：ABC",A. 武装斗争,B. 统一战线,C. 党的建设,D. 土地革命 正确答案：ABC,
126,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,126. 人民解放战争的三大战役是：（ ）、淮海战役和（ ）。其中历时最长、规模最大、歼敌数量最多的是淮海战役。（   ）,多选,C|D,"126. 人民解放战争的三大战役是：（ ）、淮海战役和（ ）。其中历时最长、规模最大、歼敌数量最多的是淮海战役。（   ）
A、济南战役
B、鲁南战役
C、辽沈战役
D、平津战役
正确答案：CD",A. 济南战役,B. 鲁南战役,C. 辽沈战役,D. 平津战役 正确答案：CD,
127,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,127. 红军长征开始于（ ），结束于（ ）。,多选,B|D,"127. 红军长征开始于（ ），结束于（ ）。
A、1933年10月
B、1934年10月
C、1935年10月
D、1936年10月
正确答案：BD",A. 1933年10月,B. 1934年10月,C. 1935年10月,D. 1936年10月 正确答案：BD,
128,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,128. 关于五四运动，下列说法正确的是(   ) 。,多选,B|C|D,"128. 关于五四运动，下列说法正确的是(   ) 。
A、辛亥革命后资产阶级革命派的又一次奋斗
B、近代中国第一次彻底的反帝反封建的革命运动
C、标志着新民主主义革命的开端
D、为中国共产党的成立做了思想一和干部一的准备
正确答案：BCD",A. 辛亥革命后资产阶级革命派的又一次奋斗,B. 近代中国第一次彻底的反帝反封建的革命运动,C. 标志着新民主主义革命的开端,D. 为中国共产党的成立做了思想一和干部一的准备 正确答案：BCD,
129,6-多选2（党史军史、军事思想、中国国防、国家安全等）.docx,129. 中国共产党的成立具有划时代的意义，是中国历史上的大事件，从此，中国革命的面目就焕然一新。其重要意义主要体现在:(   ) 。,多选,A|B|C,"129. 中国共产党的成立具有划时代的意义，是中国历史上的大事件，从此，中国革命的面目就焕然一新。其重要意义主要体现在:(   ) 。
A、使中国革命有了坚强的领导核心，中国人民有了可依赖的组织者和领导者，保证了中国革命的胜利发展。
B、使中国革命有了科学的指导思想--马克思列宁主义。
C、使中国革命有了新的革命方向，在农民阶级和资产阶级革命失败后，中国共产党的出现让在绝望中的中国人民看到了希望--社会主义。
D、使工人阶级成为革命的领导力量。
正确答案：ABC",A. 使中国革命有了坚强的领导核心，中国人民有了可依赖的组织者和领导者，保证了中国革命的胜利发展。,B. 使中国革命有了科学的指导思想--马克思列宁主义。,C. 使中国革命有了新的革命方向，在农民阶级和资产阶级革命失败后，中国共产党的出现让在绝望中的中国人民看到了希望--社会主义。,D. 使工人阶级成为革命的领导力量。 正确答案：ABC,
