id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D
90,1-单选1（国防法规）.docx,89. 在直立的旗杆上升降国旗，应当（  ）升降。,单选,B,"89. 在直立的旗杆上升降国旗，应当（  ）升降。
A、缓慢
B、徐徐
C、快速
D、轻轻
正确答案：B
答案解析：在直立的旗杆上升降国旗，应当徐徐升降。",A. 缓慢,B. 徐徐,C. 快速,D. 轻轻 正确答案：B 答案解析：在直立的旗杆上升降国旗，应当徐徐升降。
91,1-单选1（国防法规）.docx,90. 下半旗时，应当先将国旗升至（ ），然后降至旗顶与杆顶之间的距离为旗杆全长的三分之一处。,单选,A,"90. 下半旗时，应当先将国旗升至（ ），然后降至旗顶与杆顶之间的距离为旗杆全长的三分之一处。
A、杆顶
B、旗顶与杆顶之间的距离为旗杆全长的五分之三处
C、旗顶与杆顶之间的距离为旗杆全长的三分之二处
D、旗杆中点处
正确答案：A
答案解析：下半旗时，应当先将国旗升至杆顶，然后降至旗顶与杆顶之间的距离为旗杆全长的三分之一处。",A. 杆顶,B. 旗顶与杆顶之间的距离为旗杆全长的五分之三处,C. 旗顶与杆顶之间的距离为旗杆全长的三分之二处,D. 旗杆中点处 正确答案：A 答案解析：下半旗时，应当先将国旗升至杆顶，然后降至旗顶与杆顶之间的距离为旗杆全长的三分之一处。
92,1-单选1（国防法规）.docx,91. 下半旗时，应当先将国旗升至杆顶，然后降至旗顶与杆顶之间的距离为旗杆全长的（  ）处。,单选,C,"91. 下半旗时，应当先将国旗升至杆顶，然后降至旗顶与杆顶之间的距离为旗杆全长的（  ）处。
A、三分之二
B、五分之三
C、三分之一
D、二分之一
正确答案：C
答案解析：下半旗时，应当先将国旗升至杆顶，然后降至旗顶与杆顶之间的距离为旗杆全长的三分之一处。",A. 三分之二,B. 五分之三,C. 三分之一,D. 二分之一 正确答案：C 答案解析：下半旗时，应当先将国旗升至杆顶，然后降至旗顶与杆顶之间的距离为旗杆全长的三分之一处。
93,1-单选1（国防法规）.docx,92. 升挂国旗，应当将国旗置于（    ）的位置。,单选,C,"92. 升挂国旗，应当将国旗置于（    ）的位置。
A、前方
B、靠后
C、显著
D、右方
正确答案：C
答案解析：升挂国旗，应当将国旗置于显著的位置。",A. 前方,B. 靠后,C. 显著,D. 右方 正确答案：C 答案解析：升挂国旗，应当将国旗置于显著的位置。
94,1-单选1（国防法规）.docx,93. 不得（   ）或者不合规格的国旗。,单选,C,"93. 不得（   ）或者不合规格的国旗。
A、半挂或者使用破损、污损、褪色
B、升挂或者使用褶皱、破烂、褪色
C、升挂或者使用破损、污损、褪色
D、半挂或者使用褶皱、破烂、褪色
正确答案：C
答案解析：不得升挂或者使用破损、污损、褪色或者不合规格的国旗。",A. 半挂或者使用破损、污损、褪色,B. 升挂或者使用褶皱、破烂、褪色,C. 升挂或者使用破损、污损、褪色,D. 半挂或者使用褶皱、破烂、褪色 正确答案：C 答案解析：不得升挂或者使用破损、污损、褪色或者不合规格的国旗。
95,1-单选1（国防法规）.docx,94. 不得倒挂、倒插或者以其他有损（   ）的方式升挂、使用国旗。,单选,A,"94. 不得倒挂、倒插或者以其他有损（   ）的方式升挂、使用国旗。
A、国旗尊严
B、国旗展示
C、国旗质量
D、国家颜面
正确答案：A
答案解析：不得倒挂、倒插或者以其他有损国旗尊严的方式升挂、使用国旗。",A. 国旗尊严,B. 国旗展示,C. 国旗质量,D. 国家颜面 正确答案：A 答案解析：不得倒挂、倒插或者以其他有损国旗尊严的方式升挂、使用国旗。
96,1-单选1（国防法规）.docx,95. 破损、污损、褪色或者不合规格的国旗应当按照国家有关规定（   ）。,单选,D,"95. 破损、污损、褪色或者不合规格的国旗应当按照国家有关规定（   ）。
A、回收再利用
B、烧毁、处置
C、扔掉、处置
D、收回、处置
正确答案：D
答案解析：破损、污损、褪色或者不合规格的国旗应当按照国家有关规定收回、处置。",A. 回收再利用,B. 烧毁、处置,C. 扔掉、处置,D. 收回、处置 正确答案：D 答案解析：破损、污损、褪色或者不合规格的国旗应当按照国家有关规定收回、处置。
97,1-单选1（国防法规）.docx,96. 大型群众性活动结束后，活动主办方应当（   ）或者妥善处置活动现场使用的国旗。,单选,A,"96. 大型群众性活动结束后，活动主办方应当（   ）或者妥善处置活动现场使用的国旗。
A、收回
B、扔掉
C、上交
D、烧毁
正确答案：A
答案解析：大型群众性活动结束后，活动主办方应当收回或者妥善处置活动现场使用的国旗。",A. 收回,B. 扔掉,C. 上交,D. 烧毁 正确答案：A 答案解析：大型群众性活动结束后，活动主办方应当收回或者妥善处置活动现场使用的国旗。
98,1-单选1（国防法规）.docx,97. （   ）不得用作商标、授予专利权的外观设计和商业广告，不得用于私人丧事活动等不适宜的情形。,单选,B,"97. （   ）不得用作商标、授予专利权的外观设计和商业广告，不得用于私人丧事活动等不适宜的情形。
A、国旗及其颜色
B、国旗及其图案
C、国旗外形与颜色
D、国旗图案与颜色
正确答案：B
答案解析：国旗及其图案不得用作商标、授予专利权的外观设计和商业广告，不得用于私人丧事活动等不适宜的情形。",A. 国旗及其颜色,B. 国旗及其图案,C. 国旗外形与颜色,D. 国旗图案与颜色 正确答案：B 答案解析：国旗及其图案不得用作商标、授予专利权的外观设计和商业广告，不得用于私人丧事活动等不适宜的情形。
99,1-单选1（国防法规）.docx,98. 国旗应当作为（   ）教育的重要内容。,单选,C,"98. 国旗应当作为（   ）教育的重要内容。
A、社会主义发展
B、青年心理
C、爱国主义
D、党员理论学习
正确答案：C
答案解析：国旗应当作为爱国主义教育的重要内容。",A. 社会主义发展,B. 青年心理,C. 爱国主义,D. 党员理论学习 正确答案：C 答案解析：国旗应当作为爱国主义教育的重要内容。
100,1-单选1（国防法规）.docx,99. 中小学应当遵守（   ）。,单选,B,"99. 中小学应当遵守（   ）。
A、国旗升挂使用规范
B、国旗升挂使用规范和升旗仪式礼仪
C、升旗仪式礼仪
D、国旗升挂使用规范和升旗仪式
正确答案：B
答案解析：中小学应当遵守国旗升挂使用规范和升旗仪式礼仪。",A. 国旗升挂使用规范,B. 国旗升挂使用规范和升旗仪式礼仪,C. 升旗仪式礼仪,D. 国旗升挂使用规范和升旗仪式 正确答案：B 答案解析：中小学应当遵守国旗升挂使用规范和升旗仪式礼仪。
101,1-单选1（国防法规）.docx,100. 中小学应当教育学生了解国旗的历史和（   ）。,单选,A,"100. 中小学应当教育学生了解国旗的历史和（   ）。
A、精神内涵
B、爱国情怀
C、发展由来
D、设计规范
正确答案：A
答案解析：中小学应当教育学生了解国旗的历史和精神内涵。",A. 精神内涵,B. 爱国情怀,C. 发展由来,D. 设计规范 正确答案：A 答案解析：中小学应当教育学生了解国旗的历史和精神内涵。
102,1-单选1（国防法规）.docx,101. （   ）应当积极宣传国旗知识，引导公民和组织正确使用国旗及其图案。,单选,D,"101. （   ）应当积极宣传国旗知识，引导公民和组织正确使用国旗及其图案。
A、社区部门
B、工作单位
C、宣传部门
D、新闻媒体
正确答案：D
答案解析：新闻媒体应当积极宣传国旗知识，引导公民和组织正确使用国旗及其图案。",A. 社区部门,B. 工作单位,C. 宣传部门,D. 新闻媒体 正确答案：D 答案解析：新闻媒体应当积极宣传国旗知识，引导公民和组织正确使用国旗及其图案。
103,1-单选1（国防法规）.docx,102. 国旗法规定，（   ）。,单选,C,"102. 国旗法规定，（   ）。
A、可以随意丢弃国旗
B、可以丢弃损坏的国旗
C、不得随意丢弃国旗
D、不得收回、处置国旗
正确答案：C
答案解析：国旗法规定，不得随意丢弃国旗。",A. 可以随意丢弃国旗,B. 可以丢弃损坏的国旗,C. 不得随意丢弃国旗,D. 不得收回、处置国旗 正确答案：C 答案解析：国旗法规定，不得随意丢弃国旗。
104,1-单选1（国防法规）.docx,103. 地方各级人民政府统筹协调（   ）国旗管理有关工作。,单选,B,"103. 地方各级人民政府统筹协调（   ）国旗管理有关工作。
A、全国范围内
B、本行政区域内
C、全国范围内和本行政区域内
D、以上都不对
正确答案：B
答案解析：地方各级人民政府统筹协调本行政区域内国旗管理有关工作。",A. 全国范围内,B. 本行政区域内,C. 全国范围内和本行政区域内,D. 以上都不对 正确答案：B 答案解析：地方各级人民政府统筹协调本行政区域内国旗管理有关工作。
105,1-单选1（国防法规）.docx,104. (   )市场监督管理部门对国旗的制作和销售实施监督管理。,单选,C,"104. (   )市场监督管理部门对国旗的制作和销售实施监督管理。
A、国务院办公厅
B、省级人民政府
C、各级人民政府
D、县级人民政府
正确答案：C
答案解析：各级人民政府市场监督管理部门对国旗的制作和销售实施监督管理。",A. 国务院办公厅,B. 省级人民政府,C. 各级人民政府,D. 县级人民政府 正确答案：C 答案解析：各级人民政府市场监督管理部门对国旗的制作和销售实施监督管理。
106,1-单选1（国防法规）.docx,105. 外交部、国务院交通主管部门、中央军事委员会有关部门对（   ）国旗的升挂、使用和收回实施监督管理。,单选,C,"105. 外交部、国务院交通主管部门、中央军事委员会有关部门对（   ）国旗的升挂、使用和收回实施监督管理。
A、全国区域内
B、本行政区域内
C、各自管辖范围内
D、以上都包括
正确答案：C
答案解析：外交部、国务院交通主管部门、中央军事委员会有关部门对各自管辖范围内国旗的升挂、使用和收回实施监督管理。",A. 全国区域内,B. 本行政区域内,C. 各自管辖范围内,D. 以上都包括 正确答案：C 答案解析：外交部、国务院交通主管部门、中央军事委员会有关部门对各自管辖范围内国旗的升挂、使用和收回实施监督管理。
107,1-单选1（国防法规）.docx,106. 在公共场合故意以焚烧、毁损、涂划、玷污、践踏等方式侮辱中华人民共和国国旗的，依法追究（   ）责任。,单选,A,"106. 在公共场合故意以焚烧、毁损、涂划、玷污、践踏等方式侮辱中华人民共和国国旗的，依法追究（   ）责任。
A、刑事
B、行政
C、民事
D、法律
正确答案：A
答案解析：在公共场合故意以焚烧、毁损、涂划、玷污、践踏等方式侮辱中华人民共和国国旗的，依法追究刑事责任。",A. 刑事,B. 行政,C. 民事,D. 法律 正确答案：A 答案解析：在公共场合故意以焚烧、毁损、涂划、玷污、践踏等方式侮辱中华人民共和国国旗的，依法追究刑事责任。
108,1-单选1（国防法规）.docx,"107. 在公共场合故意以焚烧、毁损、涂划、玷污、践踏等方式侮辱中华人民共和国国旗情节较轻的,由公安机关处以（   ）拘留。",单选,B,"107. 在公共场合故意以焚烧、毁损、涂划、玷污、践踏等方式侮辱中华人民共和国国旗情节较轻的,由公安机关处以（   ）拘留。
A、十日以下
B、十五日以下
C、三十日以下
D、六十日以下
正确答案：B
答案解析：在公共场合故意以焚烧、毁损、涂划、玷污、践踏等方式侮辱中华人民共和国国旗情节较轻的,由公安机关处以十五日以下拘留。",A. 十日以下,B. 十五日以下,C. 三十日以下,"D. 六十日以下 正确答案：B 答案解析：在公共场合故意以焚烧、毁损、涂划、玷污、践踏等方式侮辱中华人民共和国国旗情节较轻的,由公安机关处以十五日以下拘留。"
109,1-单选1（国防法规）.docx,108. 《中华人民共和国国旗法》自1990年（   ）起施行。,单选,A,"108. 《中华人民共和国国旗法》自1990年（   ）起施行。
A、10月1日
B、10月10日
C、11月1日
D、12月1日
正确答案：A
答案解析：《中华人民共和国国旗法》自1990年10月1日起施行。",A. 10月1日,B. 10月10日,C. 11月1日,D. 12月1日 正确答案：A 答案解析：《中华人民共和国国旗法》自1990年10月1日起施行。
110,1-单选1（国防法规）.docx,109. 中华人民共和国国旗按照(   )中国人民政治协商会议第一届全体会议主席团公布的国旗制法说明制作。,单选,A,"109. 中华人民共和国国旗按照(   )中国人民政治协商会议第一届全体会议主席团公布的国旗制法说明制作。
A、1949年9月28日
B、1949年9月18日
C、1949年9月25日
D、1949年9月20日
正确答案：A
答案解析：国旗制法是在1949年9月28日由中国人民政治协商会议第一届全体会议主席团公布的。",A. 1949年9月28日,B. 1949年9月18日,C. 1949年9月25日,D. 1949年9月20日 正确答案：A 答案解析：国旗制法是在1949年9月28日由中国人民政治协商会议第一届全体会议主席团公布的。
111,1-单选1（国防法规）.docx,110. 下列不属于国旗通用尺度的是哪一项？（  ）,单选,C,"110. 下列不属于国旗通用尺度的是哪一项？（  ）
A、长288公分，高192公分
B、长240公分，高160公分
C、长182公分，高118公分
D、长144公分，高96公分
正确答案：C
答案解析：国旗的长与高之比为3:2。",A. 长288公分，高192公分,B. 长240公分，高160公分,C. 长182公分，高118公分,D. 长144公分，高96公分 正确答案：C 答案解析：国旗的长与高之比为3:2。
112,1-单选1（国防法规）.docx,111. 下列说法错误的是哪一项？（  ）,单选,D,"111. 下列说法错误的是哪一项？（  ）
A、国旗的形状、颜色两面相同。
B、国旗上的五星两面相对。
C、国旗的旗面为红色。
D、国旗的旗面为正方形。
正确答案：D
答案解析：国旗的旗面为长方形。",A. 国旗的形状、颜色两面相同。,B. 国旗上的五星两面相对。,C. 国旗的旗面为红色。,D. 国旗的旗面为正方形。 正确答案：D 答案解析：国旗的旗面为长方形。
113,1-单选1（国防法规）.docx,112. 下列说法错误的是哪一项？（  ）,单选,C,"112. 下列说法错误的是哪一项？（  ）
A、国旗的旗面为红色，长方形。
B、国旗旗面的长与高之比为3:2
C、旗杆在左的一面，旗面右上方缀五颗黄色五角星。
D、国旗旗面的黄色五角星中有一星较大。
正确答案：C
答案解析：旗杆在左的一面，旗面左上方缀五颗黄色五角星。",A. 国旗的旗面为红色，长方形。,B. 国旗旗面的长与高之比为3:2,C. 旗杆在左的一面，旗面右上方缀五颗黄色五角星。,D. 国旗旗面的黄色五角星中有一星较大。 正确答案：C 答案解析：旗杆在左的一面，旗面左上方缀五颗黄色五角星。
114,1-单选1（国防法规）.docx,113. 为便于确定国旗旗面五星的位置，先将旗面对分为（ ）个相等的长方形，将左上方之长方形上下划分为十等分，左右划分为十五等分。,单选,B,"113. 为便于确定国旗旗面五星的位置，先将旗面对分为（ ）个相等的长方形，将左上方之长方形上下划分为十等分，左右划分为十五等分。
A、两个
B、四个
C、六个
D、八个
正确答案：B
答案解析：为便于确定国旗旗面五星的位置，需先将旗面对分为四个相等的长方形。",A. 两个,B. 四个,C. 六个,D. 八个 正确答案：B 答案解析：为便于确定国旗旗面五星的位置，需先将旗面对分为四个相等的长方形。
115,1-单选1（国防法规）.docx,114. 中华人民共和国国旗的旗面长与高之比为（  ）。,单选,B,"114. 中华人民共和国国旗的旗面长与高之比为（  ）。
A、3：1
B、3：2
C、4：1
D、4：3
正确答案：B
答案解析：中华人民共和国国旗的旗面长与高之比为3:2。",A. 3：1,B. 3：2,C. 4：1,D. 4：3 正确答案：B 答案解析：中华人民共和国国旗的旗面长与高之比为3:2。
116,1-单选1（国防法规）.docx,115. 国家对台工作的基本方针是什么？（   ）,单选,A,"115. 国家对台工作的基本方针是什么？（   ）
A、和平统一，一国两制
B、坚决反对和遏制“台独”分裂活动
C、真诚为两岸同胞谋福利，为台海地区谋和平
D、坚决维护党和国家利益
正确答案：A",A. 和平统一，一国两制,B. 坚决反对和遏制“台独”分裂活动,C. 真诚为两岸同胞谋福利，为台海地区谋和平,D. 坚决维护党和国家利益 正确答案：A
117,1-单选1（国防法规）.docx,116. 在土地革命战争时期，中央红军在井冈山革命根据地对国民党军队的围剿进行了几次“反围剿作战？（   ）,单选,C,"116. 在土地革命战争时期，中央红军在井冈山革命根据地对国民党军队的围剿进行了几次“反围剿作战？（   ）
A、3次
B、4次
C、5次
D、6次
正确答案：C",A. 3次,B. 4次,C. 5次,D. 6次 正确答案：C
118,1-单选1（国防法规）.docx,117. （   ）构成了炮兵声测侦察的理论基础。,单选,A,"117. （   ）构成了炮兵声测侦察的理论基础。
A、“双耳效应”
B、“双目效应”
C、“单耳效应”
D、“单目效应”
正确答案：A",A. “双耳效应”,B. “双目效应”,C. “单耳效应”,D. “单目效应” 正确答案：A
119,1-单选1（国防法规）.docx,118. 最新印发的《应征公民体格检查标准》规定，应征男性青年体重不超过标准体重（标准体重Kg＝身高cm－110）的（   ），不低于标准体重的（   ），合格。,单选,B,"118. 最新印发的《应征公民体格检查标准》规定，应征男性青年体重不超过标准体重（标准体重Kg＝身高cm－110）的（   ），不低于标准体重的（   ），合格。
A、20%、15%
B、30%、15%
C、20%、10%
D、30%、10%
正确答案：B",A. 20%、15%,B. 30%、15%,C. 20%、10%,D. 30%、10% 正确答案：B
120,1-单选1（国防法规）.docx,119. 高等院校的学生在就学期间，必须接受（   ）军事训练。,单选,A,"119. 高等院校的学生在就学期间，必须接受（   ）军事训练。
A、基本
B、强度
C、部队
D、国家
正确答案：A",A. 基本,B. 强度,C. 部队,D. 国家 正确答案：A
121,1-单选1（国防法规）.docx,120. 国防法规定，一切国家机关和武装力量、各政党和各社会团体、各企业事业单位都应当组织本地区、本部门、本单位开展（   ）。,单选,A,"120. 国防法规定，一切国家机关和武装力量、各政党和各社会团体、各企业事业单位都应当组织本地区、本部门、本单位开展（   ）。
A、国防教育
B、军事训练
C、双拥共建
D、中央政府
正确答案：A",A. 国防教育,B. 军事训练,C. 双拥共建,D. 中央政府 正确答案：A
122,1-单选1（国防法规）.docx,121. 《兵役法》规定经过兵役登记的应征公民，未被征集服现役的，服（   ）预备役。,单选,B,"121. 《兵役法》规定经过兵役登记的应征公民，未被征集服现役的，服（   ）预备役。
A、民兵
B、士兵
C、兵员
D、官兵
正确答案：B",A. 民兵,B. 士兵,C. 兵员,D. 官兵 正确答案：B
123,1-单选1（国防法规）.docx,122. （   ）是我军永远不变的军魂。,单选,D,"122. （   ）是我军永远不变的军魂。
A、继承和发扬优良传统
B、全心全意为人民服务
C、打赢反侵略战争
D、党对军队的绝对领导
正确答案：D",A. 继承和发扬优良传统,B. 全心全意为人民服务,C. 打赢反侵略战争,D. 党对军队的绝对领导 正确答案：D
124,1-单选1（国防法规）.docx,123. 学校的国防教育是全民国防教育的基础，是实施（   ）的重要内容。,单选,B,"123. 学校的国防教育是全民国防教育的基础，是实施（   ）的重要内容。
A、德育
B、素质教育
C、智育
D、体育
正确答案：B",A. 德育,B. 素质教育,C. 智育,D. 体育 正确答案：B
125,1-单选1（国防法规）.docx,124. 判断方位对于行军作战来说至关重要，我们判断方位的依据不包括（   ）。,单选,D,"124. 判断方位对于行军作战来说至关重要，我们判断方位的依据不包括（   ）。
A、利用指北针判定
B、利用太阳和手表判定
C、利用自然特征判定
D、利用道路判定
正确答案：D",A. 利用指北针判定,B. 利用太阳和手表判定,C. 利用自然特征判定,D. 利用道路判定 正确答案：D
126,1-单选1（国防法规）.docx,125. 地球同步卫星常用于通讯、气象、广播电视、（   ）、数据中继等方面。,单选,D,"125. 地球同步卫星常用于通讯、气象、广播电视、（   ）、数据中继等方面。
A、雷达扫描
B、空间防御
C、军事侦察
D、导弹预警
正确答案：D",A. 雷达扫描,B. 空间防御,C. 军事侦察,D. 导弹预警 正确答案：D
127,1-单选1（国防法规）.docx,126. 航天器是用于航天的飞行器，下面哪个不属于航天器？（   ）,单选,A,"126. 航天器是用于航天的飞行器，下面哪个不属于航天器？（   ）
A、波音客机
B、人造地球卫星
C、航天飞机
D、行星探测器
正确答案：A",A. 波音客机,B. 人造地球卫星,C. 航天飞机,D. 行星探测器 正确答案：A
128,1-单选1（国防法规）.docx,127. 《中华人民共和国国防教育法》是根据（   ）和《教育法》制定。,单选,A,"127. 《中华人民共和国国防教育法》是根据（   ）和《教育法》制定。
A、《国防法》
B、《宪法》
C、《兵役法》
D、《民法》
正确答案：A",A. 《国防法》,B. 《宪法》,C. 《兵役法》,D. 《民法》 正确答案：A
129,1-单选1（国防法规）.docx,128. 义务兵服现役的期限为（   ）年。,单选,A,"128. 义务兵服现役的期限为（   ）年。
A、二
B、三
C、四
D、五
正确答案：A",A. 二,B. 三,C. 四,D. 五 正确答案：A
130,1-单选1（国防法规）.docx,129. 中国人民解放军实行（   ）制度。,单选,C,"129. 中国人民解放军实行（   ）制度。
A、警衔
B、职级
C、军衔
D、兵衔
正确答案：C",A. 警衔,B. 职级,C. 军衔,D. 兵衔 正确答案：C
131,1-单选1（国防法规）.docx,130. 现役军人必须遵守军队的条令和条例，忠于职守，随时为保卫（   ）而战斗。,单选,A,"130. 现役军人必须遵守军队的条令和条例，忠于职守，随时为保卫（   ）而战斗。
A、祖国
B、国家
C、人民
D、部队
正确答案：A",A. 祖国,B. 国家,C. 人民,D. 部队 正确答案：A
132,1-单选1（国防法规）.docx,131. 义务兵退出现役后，报考国家公务员、高等院校和中等专业学校，按照有关规定（   ）。,单选,B,"131. 义务兵退出现役后，报考国家公务员、高等院校和中等专业学校，按照有关规定（   ）。
A、提前录取
B、予以优待
C、必须录用
D、择优录用
正确答案：B",A. 提前录取,B. 予以优待,C. 必须录用,D. 择优录用 正确答案：B
133,1-单选1（国防法规）.docx,132. 中华人民共和国公民，不分（   ），都有义务依照本法的规定服兵役。,单选,A,"132. 中华人民共和国公民，不分（   ），都有义务依照本法的规定服兵役。
A、民族、种族、职业、家庭出身、宗教信仰和教育程度
B、民族、职业、家庭出身和教育程度
C、民族、种族、职业、家庭出身和教育程度
D、民族、种族、职业、性别、家庭出身、宗教信仰和教育程度
正确答案：A",A. 民族、种族、职业、家庭出身、宗教信仰和教育程度,B. 民族、职业、家庭出身和教育程度,C. 民族、种族、职业、家庭出身和教育程度,D. 民族、种族、职业、性别、家庭出身、宗教信仰和教育程度 正确答案：A
134,1-单选1（国防法规）.docx,133. 征集服现役的公民必须热爱中国共产党，热爱社会主义祖国，热爱  （   ）。,单选,B,"133. 征集服现役的公民必须热爱中国共产党，热爱社会主义祖国，热爱  （   ）。
A、解放军
B、人民军队
C、人民群众
D、人民政府
正确答案：B",A. 解放军,B. 人民军队,C. 人民群众,D. 人民政府 正确答案：B
135,1-单选1（国防法规）.docx,134. 国家和社会尊重、优待军人，保护军人的（   ），开展各种形式的拥军优属活动。,单选,C,"134. 国家和社会尊重、优待军人，保护军人的（   ），开展各种形式的拥军优属活动。
A、切身利益
B、特殊地位
C、合法权益
D、特殊权益
正确答案：C",A. 切身利益,B. 特殊地位,C. 合法权益,D. 特殊权益 正确答案：C
136,1-单选1（国防法规）.docx,135. 国家独立自主、自力更生地建设和巩固国防，实行积极防御战略，坚持（   ）原则。,单选,A,"135. 国家独立自主、自力更生地建设和巩固国防，实行积极防御战略，坚持（   ）原则。
A、全民自卫
B、和平外交
C、军民联合
D、官兵联合
正确答案：A",A. 全民自卫,B. 和平外交,C. 军民联合,D. 官兵联合 正确答案：A
137,1-单选1（国防法规）.docx,136. 国防是一个国家生存与发展的安全保障，维护国家安全利益是现代国防的（   ）。,单选,B,"136. 国防是一个国家生存与发展的安全保障，维护国家安全利益是现代国防的（   ）。
A、主要任务
B、根本职能
C、根本大计
D、根本目的
正确答案：B",A. 主要任务,B. 根本职能,C. 根本大计,D. 根本目的 正确答案：B
138,1-单选1（国防法规）.docx,137. 捍卫国家主权、领土完整和防止外来侵略、颠覆是现代国防的（   ）。,单选,C,"137. 捍卫国家主权、领土完整和防止外来侵略、颠覆是现代国防的（   ）。
A、根本职能
B、根本大计
C、主要任务
D、基本要素
正确答案：C",A. 根本职能,B. 根本大计,C. 主要任务,D. 基本要素 正确答案：C
139,1-单选1（国防法规）.docx,138. 国防的主体是国防活动的实行者，通常为（   ）。,单选,D,"138. 国防的主体是国防活动的实行者，通常为（   ）。
A、国家领导人
B、事业单位
C、军队
D、国家
正确答案：D",A. 国家领导人,B. 事业单位,C. 军队,D. 国家 正确答案：D
140,1-单选1（国防法规）.docx,139. 在国防类型中，（   ）国防是以防止外敌侵略为目的，在国防建设上主要依靠本国的力量，广泛争取国际上的同情和支持，维护本国安全，维护周边地区和世界和平与稳定。,单选,B,"139. 在国防类型中，（   ）国防是以防止外敌侵略为目的，在国防建设上主要依靠本国的力量，广泛争取国际上的同情和支持，维护本国安全，维护周边地区和世界和平与稳定。
A、扩张型
B、自卫型
C、联盟型
D、中立型
正确答案：B",A. 扩张型,B. 自卫型,C. 联盟型,D. 中立型 正确答案：B
141,1-单选1（国防法规）.docx,140. （   ）年联合国专门通过了《关于侵略定义的决议》。,单选,D,"140. （   ）年联合国专门通过了《关于侵略定义的决议》。
A、1984年
B、1994年
C、1964年
D、1974年
正确答案：D",A. 1984年,B. 1994年,C. 1964年,D. 1974年 正确答案：D
142,1-单选1（国防法规）.docx,141. 在国防的手段中，对付武装入侵和武装暴乱最根本和最有效的手段（   ）。,单选,A,"141. 在国防的手段中，对付武装入侵和武装暴乱最根本和最有效的手段（   ）。
A、军事手段
B、政治手段
C、经济手段
D、外交手段
正确答案：A",A. 军事手段,B. 政治手段,C. 经济手段,D. 外交手段 正确答案：A
143,1-单选1（国防法规）.docx,142. 现代国防的目标体系按范围可分为自卫、区域和全球目标，其中（   ）目标主要是维护国家主权。,单选,D,"142. 现代国防的目标体系按范围可分为自卫、区域和全球目标，其中（   ）目标主要是维护国家主权。
A、全国目标
B、区域目标
C、全球目标
D、自卫目标
正确答案：D",A. 全国目标,B. 区域目标,C. 全球目标,D. 自卫目标 正确答案：D
144,1-单选1（国防法规）.docx,143. 中国国防的历史源远流长，（   ）在古代的国防工程建设中国防建设时间最早、数量最多。,单选,A,"143. 中国国防的历史源远流长，（   ）在古代的国防工程建设中国防建设时间最早、数量最多。
A、城池
B、长城
C、京杭运河
D、海防建设
正确答案：A",A. 城池,B. 长城,C. 京杭运河,D. 海防建设 正确答案：A
145,1-单选1（国防法规）.docx,144. 为了防止倭寇的袭扰，从（   ）时间开始，在沿海重要地段陆续修建海防工程体系。,单选,C,"144. 为了防止倭寇的袭扰，从（   ）时间开始，在沿海重要地段陆续修建海防工程体系。
A、宋朝
B、清朝
C、明朝
D、春秋战国
正确答案：C",A. 宋朝,B. 清朝,C. 明朝,D. 春秋战国 正确答案：C
146,1-单选1（国防法规）.docx,145. 清王朝签订我国历史上第一个丧权辱国的不平等条约是（   ）。,单选,B,"145. 清王朝签订我国历史上第一个丧权辱国的不平等条约是（   ）。
A、《瑷珲条约》
B、《南京条约》
C、《马关条约》
D、《辛丑条约》
正确答案：B",A. 《瑷珲条约》,B. 《南京条约》,C. 《马关条约》,D. 《辛丑条约》 正确答案：B
147,1-单选1（国防法规）.docx,146. 国防活动基本原则，是《国防法》确认和体现的，反映了国防法的本质和基本精神。其中（   ）原则标明了我国国防的整体性。,单选,C,"146. 国防活动基本原则，是《国防法》确认和体现的，反映了国防法的本质和基本精神。其中（   ）原则标明了我国国防的整体性。
A、独立自主
B、全民防卫
C、协调发展
D、统一领导
正确答案：C",A. 独立自主,B. 全民防卫,C. 协调发展,D. 统一领导 正确答案：C
148,1-单选1（国防法规）.docx,147. 在国防活动的基本原则中，（   ）原则表明了我国国防的人民性。,单选,B,"147. 在国防活动的基本原则中，（   ）原则表明了我国国防的人民性。
A、积极防御
B、全民防卫
C、协调发展
D、统一领导
正确答案：B",A. 积极防御,B. 全民防卫,C. 协调发展,D. 统一领导 正确答案：B
149,1-单选1（国防法规）.docx,148. 哪部法律的立法目的是反对和遏制“台独”分裂势力分裂国家，维护台湾海峡地区和平稳定，维护中华民族的根本利益（   ）。,单选,B,"148. 哪部法律的立法目的是反对和遏制“台独”分裂势力分裂国家，维护台湾海峡地区和平稳定，维护中华民族的根本利益（   ）。
A、《国防法》
B、《反分裂国家法》
C、《兵役法》
D、《国防教育法》
正确答案：B",A. 《国防法》,B. 《反分裂国家法》,C. 《兵役法》,D. 《国防教育法》 正确答案：B
150,1-单选1（国防法规）.docx,149. 中国的国防，是维护国家安全统一，确保实现全面建设小康社会目标的重要保障。中国奉行（   ）国防政策。,单选,A,"149. 中国的国防，是维护国家安全统一，确保实现全面建设小康社会目标的重要保障。中国奉行（   ）国防政策。
A、防御型
B、积极型
C、中立型
D、自卫型
正确答案：A",A. 防御型,B. 积极型,C. 中立型,D. 自卫型 正确答案：A
